Embedded Platform Name,SMB Name,Loan Funded On,Loan Amount,Pipe Fees,Repaid Total So Far,Liquidity Risk,Revenue Drop Risk,Non-Payment Risk
Housecall Pro,SMB_94657,2024-08-05 17:39:41.309656,26633,2165.97,14783.003853777034,0,0,0
Boulevard,SMB_51419,2024-07-18 17:39:41.014368,10091,725.36,5634.558773312287,0,0,0
Housecall Pro,SMB_95178,2025-01-06 17:39:41.312863,13688,1116.89,1942.7866762878396,0,0,0
Housecall Pro,SMB_71842,2025-01-26 17:39:41.158786,15224,1287.93,1246.5285224263846,0,1,0
Priority,SMB_2826,2024-10-14 17:39:40.663658,11791,943.97,4322.534740008491,0,0,0
Housecall Pro,SMB_91504,2024-11-17 17:39:41.289488,21590,2288.37,5557.086269355706,0,0,0
Housecall Pro,SMB_93707,2024-03-18 17:39:41.303272,17667,1698.42,15900.300000000001,0,0,0
Housecall Pro,SMB_56405,2024-05-20 17:39:41.052343,27381,2643.19,21168.26419445297,0,0,0
Housecall Pro,SMB_86118,2024-06-26 17:39:41.255960,17417,1705.83,10742.351287017696,0,0,0
Priority,SMB_10152,2024-05-11 17:39:40.717213,7429,397.44,5107.148633723744,1,0,0
Housecall Pro,SMB_91379,2024-09-24 17:39:41.288654,30380,2453.73,13182.166380541585,0,0,0
Housecall Pro,SMB_61515,2025-01-18 17:39:41.082526,25233,2903.61,2475.5775777311824,0,1,0
Housecall Pro,SMB_72004,2024-10-30 17:39:41.160361,21541,2219.43,6615.788281137453,0,0,0
Priority,SMB_6659,2024-10-15 17:39:40.694399,20922,1833.04,7858.236444158159,0,0,0
Priority,SMB_21660,2024-11-05 17:39:40.800894,19666,2119.47,5400.878500823228,1,0,0
Housecall Pro,SMB_75444,2024-05-04 17:39:41.187093,13303,682.05,9127.831511131615,0,0,0
Priority,SMB_23241,2024-09-16 17:39:40.817499,23641,2312.8,9912.854115517084,0,1,0
Priority,SMB_1036,2025-01-11 17:39:40.651907,23229,1808.05,2989.0132687104433,0,0,0
Priority,SMB_24294,2024-08-21 17:39:40.824659,28789,3193.45,14342.001095553693,0,1,0
Priority,SMB_16670,2024-06-18 17:39:40.764555,7167,804.11,4497.971589147727,1,0,0
Priority,SMB_887,2024-04-11 17:39:40.650418,21620,1223.72,17351.494167886845,0,0,0
Boulevard,SMB_44321,2024-03-16 17:39:40.964497,18910,1072.15,15206.549545025853,0,0,0
Housecall Pro,SMB_73157,2024-05-03 17:39:41.171543,19126,1675.19,14624.103001899195,1,0,0
Boulevard,SMB_40367,2024-04-03 17:39:40.935987,22971,1363.96,19693.54479672481,0,0,0
Housecall Pro,SMB_90214,2024-11-03 17:39:41.281742,20932,1235.22,6494.52880937228,0,0,0
Priority,SMB_20717,2024-05-27 17:39:40.793057,20686,1558.8,15636.512074032922,0,0,0
Housecall Pro,SMB_67139,2025-01-13 17:39:41.116906,32324,2217.46,3877.3077846722776,0,0,0
Priority,SMB_21209,2024-10-14 17:39:40.795974,9319,975.46,2978.4573210396566,1,0,0
Housecall Pro,SMB_72613,2024-08-31 17:39:41.166295,29925,3202.58,12920.806962338069,0,0,0
Housecall Pro,SMB_96685,2024-07-31 17:39:41.322503,18322,1898.66,9093.264033068013,0,0,0
Priority,SMB_23045,2024-05-07 17:39:40.815433,11871,679.75,9746.051860376945,0,0,0
Boulevard,SMB_50817,2025-01-06 17:39:41.010391,13377,875.65,1935.540967179972,0,0,1
Priority,SMB_27768,2024-03-04 17:39:40.849061,21784,2202.81,18237.350243669516,0,0,0
Housecall Pro,SMB_97346,2024-03-27 17:39:41.326659,31399,1748.28,28259.100000000002,0,0,0
Priority,SMB_20480,2024-09-20 17:39:40.791492,25371,2647.66,9502.232097781118,0,0,0
Boulevard,SMB_43429,2024-10-10 17:39:40.958581,25921,1756.93,8258.203048894291,0,0,0
Priority,SMB_24534,2024-08-21 17:39:40.826108,14951,1139.97,7833.202997064995,0,0,0
Housecall Pro,SMB_65157,2024-10-08 17:39:41.105162,7807,451.03,2486.8176525007557,0,0,0
Housecall Pro,SMB_97373,2024-10-01 17:39:41.326803,13345,781.91,5466.381040696631,0,1,0
Boulevard,SMB_44305,2024-03-03 17:39:40.964406,16628,1473.65,13874.499313408398,0,0,0
Housecall Pro,SMB_92716,2024-06-14 17:39:41.297138,22163,1145.83,15263.32586539243,0,0,0
Priority,SMB_32523,2024-04-30 17:39:40.883341,18286,1848.82,14372.015189254003,0,0,0
Priority,SMB_38137,2024-05-14 17:39:40.919649,28625,1943.1,22278.623904646047,1,0,0
Priority,SMB_26295,2024-04-07 17:39:40.837857,7654,457.99,6807.123472447356,0,1,0
Priority,SMB_1889,2024-12-23 17:39:40.658048,12736,706.11,2291.356251135231,0,0,0
Priority,SMB_5898,2024-06-10 17:39:40.689411,22598,2010.5,16190.146782002339,0,0,0
Priority,SMB_6444,2024-11-10 17:39:40.693163,16896,1894.7,4311.3847681415355,0,1,0
Boulevard,SMB_49311,2024-10-26 17:39:40.998880,22905,1263.98,7313.991476547957,0,0,0
Priority,SMB_5655,2024-08-31 17:39:40.687792,21930,1610.39,10083.005808937703,0,0,0
Housecall Pro,SMB_95462,2024-12-29 17:39:41.314688,30825,2120.74,4756.143493199392,0,1,0
Priority,SMB_16300,2024-10-28 17:39:40.761964,14267,778.25,4430.599112418039,0,0,0
Priority,SMB_13120,2024-11-25 17:39:40.738418,21864,2612.46,5525.654354193878,1,0,0
Priority,SMB_9599,2024-04-19 17:39:40.713694,31315,1738.73,25464.224740571062,1,0,0
Housecall Pro,SMB_52273,2025-01-04 17:39:41.021507,29792,3191.97,4487.498771543229,0,0,0
Housecall Pro,SMB_90130,2024-06-06 17:39:41.281264,26455,2844.98,19422.393120865527,0,1,0
Housecall Pro,SMB_80924,2024-10-16 17:39:41.222134,25427,3035.0,7902.642065007779,0,0,0
Housecall Pro,SMB_58196,2024-03-28 17:39:41.063338,21607,1568.99,16788.259376702106,0,0,0
Housecall Pro,SMB_71011,2024-10-05 17:39:41.150653,18853,1081.25,7605.998252412338,0,0,0
Priority,SMB_36094,2024-05-11 17:39:40.905758,28475,2518.26,22846.10770598532,0,0,0
Housecall Pro,SMB_96592,2024-03-06 17:39:41.321979,24335,1577.84,20811.806609265313,0,0,0
Priority,SMB_19556,2024-11-24 17:39:40.785908,24021,1517.3,6265.41751736212,1,0,0
Housecall Pro,SMB_57904,2024-10-15 17:39:41.061687,11286,586.75,3897.9804292523563,0,0,0
Priority,SMB_22802,2024-08-15 17:39:40.811658,20551,1266.56,11161.974696166495,0,0,0
Priority,SMB_11586,2024-07-31 17:39:40.728218,16672,839.22,8372.082212307068,0,0,0
Boulevard,SMB_41359,2024-11-18 17:39:40.942780,18590,1897.13,4320.921568614319,0,0,0
Housecall Pro,SMB_72119,2024-10-24 17:39:41.161500,13238,841.03,4237.733389545563,0,0,0
Housecall Pro,SMB_75298,2024-07-04 17:39:41.186140,21253,1777.2,11925.71626982417,1,0,0
Housecall Pro,SMB_66774,2024-09-05 17:39:41.114795,28272,2029.16,12622.976725728566,0,0,0
Boulevard,SMB_41296,2024-04-05 17:39:40.942435,21465,2235.05,15823.019902371338,0,0,0
Priority,SMB_26519,2024-05-15 17:39:40.839284,28871,2510.07,20416.03800161657,0,0,1
Priority,SMB_8312,2024-07-23 17:39:40.703966,12661,990.26,7013.333932720225,0,0,0
Housecall Pro,SMB_71491,2024-03-07 17:39:41.155350,27230,1983.92,24507.0,0,0,0
Housecall Pro,SMB_71765,2024-12-20 17:39:41.158030,29589,2890.8,4720.744275985316,0,0,0
Housecall Pro,SMB_92907,2024-11-19 17:39:41.298261,8823,833.24,2311.484962978019,0,0,0
Priority,SMB_33848,2024-06-25 17:39:40.891438,7227,800.35,4450.564515748191,0,0,0
Priority,SMB_12128,2024-07-24 17:39:40.731841,7228,429.42,4340.7210863140235,0,0,0
Boulevard,SMB_44741,2024-06-08 17:39:40.967192,17307,1022.71,11965.261208510448,0,0,0
Boulevard,SMB_48667,2024-03-23 17:39:40.994231,16654,1326.69,14527.171719928052,0,0,0
Priority,SMB_25987,2024-07-11 17:39:40.835915,22800,1756.24,13184.435789535379,0,0,0
Housecall Pro,SMB_70014,2024-08-22 17:39:41.140848,27252,2354.75,11609.270749426758,0,0,0
Housecall Pro,SMB_61657,2024-09-10 17:39:41.083325,31749,3315.12,14436.198911418782,1,0,0
Housecall Pro,SMB_69438,2024-08-10 17:39:41.135205,29144,3481.56,16244.400927347915,0,0,0
Housecall Pro,SMB_92806,2025-01-24 17:39:41.297672,22037,1441.0,2123.0828578473233,0,0,0
Housecall Pro,SMB_79360,2024-06-03 17:39:41.210860,21712,1762.89,14302.319993021209,0,0,0
Housecall Pro,SMB_87767,2024-07-09 17:39:41.266412,28230,2957.45,16776.233054937413,1,0,0
Housecall Pro,SMB_84232,2025-01-24 17:39:41.244468,15769,1207.29,1448.1788130777677,0,0,0
Housecall Pro,SMB_83636,2024-08-01 17:39:41.240754,27407,2275.42,15218.232798259283,1,0,0
Priority,SMB_32678,2024-08-20 17:39:40.884363,9330,991.39,4047.953480254216,0,0,0
Housecall Pro,SMB_64574,2024-03-16 17:39:41.101661,8092,707.95,7010.517163250155,0,0,0
Housecall Pro,SMB_53598,2024-10-29 17:39:41.031404,22173,1147.68,6100.245667436223,1,0,0
Boulevard,SMB_45663,2024-07-19 17:39:40.973557,14132,1645.33,8309.357875702966,1,0,0
Priority,SMB_4423,2024-10-12 17:39:40.675859,13685,1352.04,4688.219224874276,0,0,0
Housecall Pro,SMB_61826,2024-10-18 17:39:41.084261,17197,871.68,5313.587853179367,1,0,0
Priority,SMB_30836,2025-01-04 17:39:40.871488,10723,1257.61,1437.9027305049983,0,1,0
Priority,SMB_21820,2024-10-19 17:39:40.802021,30284,2325.17,10309.948005117807,1,0,0
Housecall Pro,SMB_82635,2024-07-16 17:39:41.233333,23670,1894.18,12202.813121313946,0,1,0
Housecall Pro,SMB_78042,2024-06-26 17:39:41.202552,22667,1859.37,15081.666648945087,0,1,0
Priority,SMB_17285,2025-01-18 17:39:40.769148,19046,1767.58,2059.192445757988,0,0,0
Housecall Pro,SMB_92873,2024-10-20 17:39:41.298044,14297,1387.96,4531.154112762625,1,0,0
Housecall Pro,SMB_80462,2024-05-22 17:39:41.219031,18441,1041.96,12188.0229300789,0,0,0
Housecall Pro,SMB_77908,2024-04-06 17:39:41.201776,10166,915.76,8266.88855446017,0,1,0
Priority,SMB_14436,2024-10-16 17:39:40.747386,21427,1629.93,7049.480147007865,1,0,0
Priority,SMB_32739,2024-12-31 17:39:40.884737,28299,2384.09,4148.899413185508,0,0,0
Housecall Pro,SMB_76948,2024-10-31 17:39:41.196022,22078,1822.16,6666.475186175351,0,0,0
Housecall Pro,SMB_96514,2024-11-04 17:39:41.321439,24741,2357.99,6895.915989255698,0,0,0
Housecall Pro,SMB_65022,2024-09-01 17:39:41.104315,7377,412.53,3379.1750922982837,0,1,0
Priority,SMB_19103,2024-04-18 17:39:40.782906,19710,1256.62,14319.817840757476,0,1,0
Housecall Pro,SMB_71464,2024-07-25 17:39:41.155080,29955,2112.34,15780.535767557441,0,1,0
Boulevard,SMB_47611,2024-03-15 17:39:40.987006,8639,475.76,7020.9363309800665,0,0,0
Housecall Pro,SMB_57641,2024-07-25 17:39:41.059850,11974,765.43,6787.591057937419,0,0,0
Housecall Pro,SMB_72607,2024-09-20 17:39:41.166237,24296,2352.71,10860.911757830841,0,0,0
Priority,SMB_1296,2024-05-22 17:39:40.654017,28588,1644.15,21088.224487499658,0,0,0
Priority,SMB_9862,2024-08-01 17:39:40.715265,9372,807.12,4419.165338031319,0,1,0
Priority,SMB_35245,2024-07-21 17:39:40.900200,12403,1211.03,7102.760610359179,0,0,1
Priority,SMB_37572,2024-05-10 17:39:40.915899,23464,1545.97,17052.771893798443,1,0,0
Priority,SMB_35034,2024-11-30 17:39:40.898920,30613,2892.3,6832.82190919142,0,0,0
Priority,SMB_39524,2024-10-12 17:39:40.929921,30389,3396.74,11424.411938334102,0,0,0
Housecall Pro,SMB_53191,2025-01-14 17:39:41.028571,12200,945.72,1523.892299999042,0,0,0
Priority,SMB_14890,2024-09-09 17:39:40.750932,16258,1884.69,6369.136792211528,0,0,0
Housecall Pro,SMB_73959,2024-12-09 17:39:41.178262,15137,777.55,3230.5542849330054,0,0,0
Priority,SMB_13936,2024-06-09 17:39:40.743674,29556,1813.24,17487.89228942923,1,0,0
Housecall Pro,SMB_83973,2025-01-05 17:39:41.242907,11897,1247.15,1608.9564641555917,0,1,0
Housecall Pro,SMB_71691,2025-01-02 17:39:41.157323,24685,1833.38,3214.6053525986595,0,0,0
Housecall Pro,SMB_96082,2025-01-01 17:39:41.318753,13072,1352.34,2044.6975294120293,0,0,0
Boulevard,SMB_41059,2024-06-14 17:39:40.940988,18254,917.3,10559.956594939787,0,0,0
Housecall Pro,SMB_72522,2024-10-20 17:39:41.165415,13111,659.12,3850.3591888179153,0,0,0
Housecall Pro,SMB_79366,2024-05-04 17:39:41.210912,6525,755.53,4762.155339797867,0,0,0
Housecall Pro,SMB_57161,2024-08-08 17:39:41.056960,8968,993.94,4258.8903226444245,0,1,0
Housecall Pro,SMB_57446,2024-05-15 17:39:41.058738,28823,1609.8,22676.131692996485,0,0,0
Housecall Pro,SMB_90123,2024-07-15 17:39:41.281225,18429,1058.45,9350.539573049204,0,0,0
Priority,SMB_17218,2024-11-29 17:39:40.768675,15469,1518.36,3767.877841407933,0,0,0
Priority,SMB_16971,2025-01-10 17:39:40.766940,19586,1241.65,2160.432634296378,0,0,0
Priority,SMB_17932,2024-10-01 17:39:40.774156,15853,798.28,6511.020365444131,0,0,0
Priority,SMB_19436,2024-12-10 17:39:40.785175,8281,600.66,1734.201053600926,0,0,0
Housecall Pro,SMB_90484,2024-03-24 17:39:41.283354,29216,3369.77,24936.53839781186,0,0,0
Priority,SMB_25312,2024-07-26 17:39:40.831142,13864,1347.75,8154.754045242277,1,0,0
Housecall Pro,SMB_74459,2024-10-25 17:39:41.181141,26901,2145.31,8985.051781131977,1,0,0
Priority,SMB_37027,2024-04-15 17:39:40.912156,13215,1263.19,9719.38730192121,0,1,0
Housecall Pro,SMB_95141,2024-10-25 17:39:41.312653,13535,1349.95,3983.447989470065,0,0,0
Housecall Pro,SMB_77881,2025-01-15 17:39:41.201627,16210,1274.2,1887.346072783026,0,0,0
Housecall Pro,SMB_88416,2024-09-04 17:39:41.270622,15554,1264.77,7395.0809400748285,0,0,1
Priority,SMB_18054,2024-10-23 17:39:40.774913,21594,1290.52,7362.533195058061,0,0,0
Priority,SMB_17533,2024-12-21 17:39:40.770983,14182,812.64,2536.5592371989524,0,0,0
Priority,SMB_10404,2024-04-26 17:39:40.719879,22620,1251.97,16324.360468076793,0,0,0
Priority,SMB_6666,2025-01-04 17:39:40.694436,32117,1979.61,4196.888769686958,1,0,0
Housecall Pro,SMB_89633,2024-10-05 17:39:41.278286,19064,1220.48,7602.226804616471,0,0,0
Housecall Pro,SMB_88167,2024-10-28 17:39:41.268970,18642,1077.2,5526.993117134365,0,0,0
Housecall Pro,SMB_99746,2024-10-02 17:39:41.343107,21720,1729.89,8352.704285357702,0,1,0
Boulevard,SMB_49144,2024-10-02 17:39:40.997771,13122,661.67,5251.271304491551,0,0,0
Priority,SMB_13343,2024-07-18 17:39:40.739748,28216,2839.98,15963.151505180062,0,0,0
Boulevard,SMB_40006,2024-11-10 17:39:40.933345,31008,2664.77,8498.255550150547,0,1,0
Priority,SMB_38581,2024-12-25 17:39:40.922654,18490,1285.32,2873.36719997447,0,0,0
Housecall Pro,SMB_62272,2024-03-23 17:39:41.087075,15176,1538.51,11596.222739862942,1,0,0
Priority,SMB_16189,2024-03-18 17:39:40.761108,11133,1218.32,9979.189589264874,1,0,0
Priority,SMB_33853,2024-08-15 17:39:40.891466,12220,1045.22,5918.884559815684,0,0,0
Boulevard,SMB_44948,2024-03-19 17:39:40.968677,23788,2345.57,18334.279765973843,0,0,0
Housecall Pro,SMB_74411,2024-05-21 17:39:41.180835,16847,1692.67,12770.044631672308,0,1,0
Housecall Pro,SMB_54816,2024-07-21 17:39:41.042797,18671,1384.87,9422.544518690685,0,0,0
Boulevard,SMB_40487,2025-01-20 17:39:40.936863,24430,1955.36,2260.888636574247,0,0,0
Housecall Pro,SMB_68865,2024-03-30 17:39:41.129674,30632,3188.08,24584.99815137712,0,0,0
Housecall Pro,SMB_65785,2024-09-19 17:39:41.108865,31269,3374.76,11953.723855136077,0,1,0
Boulevard,SMB_43915,2024-11-16 17:39:40.961911,28025,1481.18,6888.995178603525,0,0,0
Priority,SMB_6037,2024-06-26 17:39:40.690448,29125,2562.38,17718.497019687395,0,1,0
Priority,SMB_3717,2025-01-25 17:39:40.669543,12450,967.09,1063.8417158900972,0,1,0
Priority,SMB_25080,2024-03-15 17:39:40.829786,17857,1091.3,13997.899366107704,0,0,0
Housecall Pro,SMB_56884,2025-01-12 17:39:41.055275,22315,2034.17,2433.582038489214,0,0,0
Housecall Pro,SMB_73834,2024-06-28 17:39:41.177544,24532,2595.33,15886.743915590505,0,0,0
Boulevard,SMB_41040,2024-06-22 17:39:40.940853,26114,1830.1,17472.279923508762,0,1,0
Priority,SMB_17021,2024-08-23 17:39:40.767374,6545,699.47,3198.0401258673946,0,0,0
Housecall Pro,SMB_89190,2024-03-19 17:39:41.275454,9900,671.55,7782.75982694745,0,0,0
Priority,SMB_17395,2024-05-25 17:39:40.769918,14855,1648.3,11042.799314549578,1,0,0
Housecall Pro,SMB_85248,2024-05-21 17:39:41.250645,23327,2364.45,16492.06278038267,0,0,0
Housecall Pro,SMB_95109,2024-11-12 17:39:41.312449,12219,708.38,3662.310196078651,0,1,0
Boulevard,SMB_45195,2024-09-07 17:39:40.970349,24108,1330.39,10656.722173098105,0,0,0
Housecall Pro,SMB_92358,2024-03-08 17:39:41.294976,31622,2681.33,28459.8,0,0,0
Housecall Pro,SMB_73873,2024-08-09 17:39:41.177758,10749,859.15,5498.309206994421,0,0,0
Priority,SMB_6782,2024-12-26 17:39:40.695127,25260,2442.47,4323.738962839521,0,0,0
Boulevard,SMB_50205,2024-08-21 17:39:41.006055,9020,641.97,4478.873660911828,0,0,0
Housecall Pro,SMB_56730,2024-07-22 17:39:41.054384,14500,1700.21,7378.436951317608,0,0,0
Priority,SMB_8316,2024-06-30 17:39:40.704001,26210,2500.4,14804.740429297177,1,0,0
Priority,SMB_24484,2024-08-02 17:39:40.825816,26579,1559.5,12487.207893099336,0,0,0
Boulevard,SMB_45697,2024-04-28 17:39:40.973741,15366,1597.02,11731.900308397893,1,0,0
Housecall Pro,SMB_89943,2024-06-30 17:39:41.280070,25281,2080.9,14201.908122751795,0,0,0
Housecall Pro,SMB_95836,2024-03-17 17:39:41.317087,18095,1098.99,16285.5,0,1,0
Housecall Pro,SMB_70381,2024-10-30 17:39:41.144402,17678,1249.63,5765.358887373138,0,0,0
Priority,SMB_3732,2024-09-05 17:39:40.669674,18625,1250.64,8081.118935317275,0,0,0
Priority,SMB_34697,2024-09-09 17:39:40.896773,22735,1710.24,8963.440019030937,0,0,0
Housecall Pro,SMB_70440,2024-06-05 17:39:41.145142,11239,862.45,8059.517993391462,0,0,0
Housecall Pro,SMB_79966,2024-12-01 17:39:41.215281,21835,2346.75,4609.577057168796,0,0,0
Priority,SMB_34411,2024-03-10 17:39:40.895051,22663,1932.41,20396.7,0,0,0
Priority,SMB_7069,2024-11-06 17:39:40.696727,25658,1945.4,7492.297923452274,0,0,0
Housecall Pro,SMB_99743,2024-10-04 17:39:41.343091,15308,909.96,5586.26165574522,0,0,0
Priority,SMB_220,2024-04-29 17:39:40.645816,23323,1488.49,18556.634891186994,0,0,0
Housecall Pro,SMB_60152,2024-10-23 17:39:41.074633,19713,1912.22,6629.497668751528,0,0,0
Priority,SMB_24857,2024-06-12 17:39:40.828370,24909,1315.86,17859.73782629534,0,0,0
Priority,SMB_8064,2024-03-28 17:39:40.702482,20722,1855.0,15971.279826297508,0,0,0
Housecall Pro,SMB_89424,2024-07-28 17:39:41.277082,25425,2728.04,13940.108003342717,1,0,0
Priority,SMB_20474,2024-05-05 17:39:40.791460,25623,2984.11,19806.998403137764,0,0,0
Housecall Pro,SMB_98832,2024-09-29 17:39:41.337364,8534,501.08,3370.706519164195,0,0,0
Priority,SMB_30611,2024-09-01 17:39:40.869947,27630,1527.21,12868.432007795986,0,0,0
Housecall Pro,SMB_73324,2024-07-13 17:39:41.173195,7703,841.12,4473.9190983016115,0,0,0
Priority,SMB_39889,2024-04-21 17:39:40.932414,13235,847.53,11253.468022341154,0,0,0
Priority,SMB_32398,2024-03-25 17:39:40.882483,15517,860.86,13655.704188660296,1,0,0
Priority,SMB_32343,2024-04-14 17:39:40.882106,27514,2517.22,22787.007004128878,0,0,0
Boulevard,SMB_45326,2024-06-11 17:39:40.971255,28877,2534.35,20617.071250052424,0,0,0
Housecall Pro,SMB_62266,2024-03-03 17:39:41.087043,9750,638.78,7800.453937398497,1,0,0
Priority,SMB_37201,2024-09-24 17:39:40.913389,19253,1760.8,6778.724200114728,0,0,0
Priority,SMB_29688,2024-09-19 17:39:40.863158,6811,727.55,2931.898465617567,0,0,0
Priority,SMB_8519,2024-03-19 17:39:40.706090,11816,1084.48,9327.029732376935,0,0,0
Housecall Pro,SMB_89214,2024-11-01 17:39:41.275613,16834,1838.09,4636.391879428107,0,0,0
Boulevard,SMB_50128,2024-11-22 17:39:41.005473,31327,3251.21,6919.579691924157,0,0,1
Housecall Pro,SMB_80063,2024-12-21 17:39:41.216084,29271,1745.7,4733.439446569688,0,0,0
Priority,SMB_4806,2024-03-11 17:39:40.679589,18727,1567.49,16854.3,0,0,0
Priority,SMB_16301,2024-04-17 17:39:40.761970,24949,2329.33,21909.834826077153,0,1,0
Housecall Pro,SMB_56892,2024-03-18 17:39:41.055348,23507,1377.24,20924.428064052154,0,0,0
Priority,SMB_29615,2024-12-15 17:39:40.862671,10028,1195.27,1765.3586038977708,1,0,0
Housecall Pro,SMB_83666,2024-10-26 17:39:41.240991,21489,1829.27,6077.933289832076,0,0,0
Priority,SMB_33717,2024-08-13 17:39:40.890671,15349,1383.99,7780.389499987005,0,0,0
Priority,SMB_7107,2024-07-02 17:39:40.696957,19066,1872.16,11692.925601800851,0,0,0
Boulevard,SMB_43707,2024-11-02 17:39:40.960515,9852,739.0,2802.695429828383,0,0,0
Priority,SMB_29365,2025-01-01 17:39:40.860998,10707,1124.69,1660.6942208979794,0,0,0
Boulevard,SMB_46029,2024-11-02 17:39:40.975775,20186,2076.12,5448.686071312095,0,0,0
Housecall Pro,SMB_93698,2024-12-30 17:39:41.303216,29728,1683.63,4192.089485235455,0,1,0
Housecall Pro,SMB_93555,2024-07-29 17:39:41.302349,24936,1910.16,13673.363707940536,0,1,0
Housecall Pro,SMB_96072,2024-11-25 17:39:41.318688,10915,724.24,2626.7421884238706,0,1,0
Priority,SMB_36382,2024-10-27 17:39:40.907855,10742,1071.54,3384.8511835421473,1,0,0
Housecall Pro,SMB_88387,2024-05-15 17:39:41.270436,15706,1533.06,11678.969540449196,0,0,0
Housecall Pro,SMB_99783,2024-11-10 17:39:41.343349,13831,1295.77,3662.0182985958018,0,0,0
Housecall Pro,SMB_65531,2024-06-23 17:39:41.107362,8381,643.21,5756.667525552109,0,0,0
Housecall Pro,SMB_70171,2024-04-06 17:39:41.142380,25029,1562.9,22526.100000000002,0,0,1
Priority,SMB_36920,2024-09-28 17:39:40.911438,31571,1717.24,12688.049531400864,0,1,0
Priority,SMB_38031,2024-10-22 17:39:40.918975,17879,1574.43,5192.8569955120365,0,0,0
Priority,SMB_36617,2024-06-06 17:39:40.909327,7329,587.83,4512.0244904708015,0,0,0
Priority,SMB_29151,2024-03-09 17:39:40.859310,13181,719.24,11759.04310755057,0,0,0
Housecall Pro,SMB_91061,2024-09-07 17:39:41.286711,21703,1664.55,8709.440717818896,0,0,0
Priority,SMB_587,2024-11-02 17:39:40.648315,23145,2266.89,7246.085313739944,0,0,0
Housecall Pro,SMB_73001,2024-08-12 17:39:41.170038,15182,1340.99,7640.743498917688,0,0,0
Boulevard,SMB_44344,2024-04-26 17:39:40.964620,18409,1547.61,13950.697857473595,0,0,0
Housecall Pro,SMB_56603,2024-10-08 17:39:41.053582,17175,932.54,5526.6905879557,0,1,0
Housecall Pro,SMB_73790,2024-10-09 17:39:41.177276,16249,1250.15,6194.702635028627,0,0,0
Housecall Pro,SMB_56967,2024-10-05 17:39:41.055787,20002,1376.54,6827.191728775935,0,0,0
Housecall Pro,SMB_90520,2024-09-21 17:39:41.283545,10338,605.14,3792.2486643168636,0,0,0
Priority,SMB_19035,2024-08-02 17:39:40.782465,23426,2231.39,13608.380165347888,0,0,0
Housecall Pro,SMB_72512,2024-09-07 17:39:41.165319,28573,3001.74,11315.942236686968,0,0,0
Housecall Pro,SMB_53865,2024-07-17 17:39:41.033706,21360,1073.93,11333.112103846388,0,1,0
Priority,SMB_15791,2024-11-04 17:39:40.758165,11963,1435.11,3643.8088153473686,0,0,0
Housecall Pro,SMB_66546,2024-09-22 17:39:41.113419,29327,3383.19,10671.428233933357,0,0,0
Housecall Pro,SMB_93409,2025-01-19 17:39:41.301336,30574,2643.88,3348.3461772057053,0,0,0
Housecall Pro,SMB_65890,2024-07-27 17:39:41.109553,17928,1233.16,9204.034840030336,0,0,0
Priority,SMB_36457,2024-07-27 17:39:40.908324,25184,2611.59,13498.06340803437,1,0,0
